DISTRICT,YEAR,MILLETS,SOIL,PH,TEMPERATURE,HUMIDITY,RAINFALL,Area(Hectare),Production(Tonnes),Yield(Tonnes/Hectare)
SAGAR,2016,Barley,black,7.11,46.55,52,1392.9,3000,7000,2.33
SAGAR,2017,Barley,black,7.11,45.69,47.62,884.1,1000,1000,1
SAGAR,2018,Barley,black,7.11,46.4,49.12,901.8,62,130,2.1
SAGAR,2019,Barley,black,7.11,47,56,1557,56,135,2.41
SAGAR,1997,Jowar,black,7.11,43.58,56,1314.3,5100,3800,0.75
SAGAR,1998,Jowar,black,7.11,47.19,55.38,1033,4400,5000,1.2
SAGAR,1999,Jowar,black,7.11,45.1,49.69,1773.6,3757,3840,1.02
SAGAR,2000,Jowar,black,7.11,45.01,41.38,1037.1,3832,4527,1.18
SAGAR,2001,Jowar,black,7.11,46.05,48.69,986.8,4099,3810,0.93
SAGAR,2002,Jowar,black,7.11,46.2013,46,805.9,5206,3602,0.69
SAGAR,2003,Jowar,black,7.11,46.36,54.75,1195.5,6752,9219,1.37
SAGAR,2004,Jowar,black,7.11,45.69,51.56,1017.4,5677,6299,1.11
SAGAR,2005,Jowar,black,7.11,45.06,51.38,1524,3869,4097,1.06
SAGAR,2006,Jowar,black,7.11,45.32,52.25,1392.5,3699,4106,1.11
SAGAR,2007,Jowar,black,7.11,44.87,51.44,1232.5,3096,3475,1.12
SAGAR,2008,Jowar,black,7.11,43.75,52.94,1133.4,2702,3199,1.18
SAGAR,2009,Jowar,black,7.11,45.1,51.44,1090.1,2533,4318,1.7
SAGAR,2010,Jowar,black,7.11,46.15,54.25,753.9,2099,3360,1.6
SAGAR,2011,Jowar,black,7.11,45.45,55.12,1292.2,2029,2732,1.35
SAGAR,2012,Jowar,black,7.11,45.89,50.62,912.3,2676,4044,1.51
SAGAR,2013,Jowar,black,7.11,46.4,58,1934.5,784,457,0.58
SAGAR,2014,Jowar,black,7.11,47.22,54.81,865.5,3000,5000,1.67
SAGAR,2015,Jowar,black,7.11,46.05,55.31,765.7,3000,2000,0.67
SAGAR,2016,Jowar,black,7.11,46.55,52,1392.9,3000,4000,1.33
SAGAR,2017,Jowar,black,7.11,45.69,47.62,884.1,7000,15750,2.25
SAGAR,2018,Jowar,black,7.11,46.4,49.12,901.8,194,458,2.36
SAGAR,2019,Jowar,black,7.11,47,56,1557,162,304,1.88
SAGAR,1997,Maize,black,7.11,43.58,56,1314.3,4100,4500,1.1
SAGAR,1998,Maize,black,7.11,47.19,55.38,1033,4000,5200,1.3
SAGAR,1999,Maize,black,7.11,45.1,49.69,1773.6,3950,5553,1.41
SAGAR,2000,Maize,black,7.11,45.01,41.38,1037.1,3813,6630,1.74
SAGAR,2001,Maize,black,7.11,46.05,48.69,986.8,3805,6460,1.7
SAGAR,2002,Maize,black,7.11,46.2013,46,805.9,3746,5058,1.35
SAGAR,2003,Maize,black,7.11,46.36,54.75,1195.5,3883,6740,1.74
SAGAR,2004,Maize,black,7.11,45.69,51.56,1017.4,4000,5236,1.31
SAGAR,2005,Maize,black,7.11,45.06,51.38,1524,3737,4897,1.31
SAGAR,2006,Maize,black,7.11,45.32,52.25,1392.5,3814,3299,0.86
SAGAR,2007,Maize,black,7.11,44.87,51.44,1232.5,3456,3784,1.09
SAGAR,2008,Maize,black,7.11,43.75,52.94,1133.4,3355,3760,1.12
SAGAR,2009,Maize,black,7.11,45.1,51.44,1090.1,3412,4322,1.27
SAGAR,2010,Maize,black,7.11,46.15,54.25,753.9,3369,4217,1.25
SAGAR,2011,Maize,black,7.11,45.45,55.12,1292.2,3578,4655,1.3
SAGAR,2012,Maize,black,7.11,45.89,50.62,912.3,2971,6109,2.06
SAGAR,2013,Maize,black,7.11,46.4,58,1934.5,2782,1633,0.59
SAGAR,2014,Maize,black,7.11,47.22,54.81,865.5,8000,14000,1.75
SAGAR,2015,Maize,black,7.11,46.05,55.31,765.7,5000,5000,1
SAGAR,2016,Maize,black,7.11,46.55,52,1392.9,5000,6000,1.2
SAGAR,2017,Maize,black,7.11,45.69,47.62,884.1,3600,3780,1.05
SAGAR,2018,Maize,black,7.11,46.4,49.12,901.8,2546,4907,1.93
SAGAR,2019,Maize,black,7.11,47,56,1557,5525,12338,2.23
SAGAR,2002,Ragi,black,7.11,46.2013,46,805.9,68,11,0.16
SAGAR,2004,Ragi,black,7.11,45.69,51.56,1017.4,11,3,0.27
SAGAR,2007,Ragi,black,7.11,44.87,51.44,1232.5,16,4,0.25
SAGAR,2008,Ragi,black,7.11,43.75,52.94,1133.4,1,,0
SAGAR,2010,Ragi,black,7.11,46.15,54.25,753.9,1,,0
SAGAR,2011,Ragi,black,7.11,45.45,55.12,1292.2,1,,0
SAGAR,2012,Ragi,black,7.11,45.89,50.62,912.3,1,,0
SAGAR,2013,Ragi,black,7.11,46.4,58,1934.5,1,,0
SAGAR,1997,Ragi,black,7.11,43.58,56,1314.3,1700,400,0.24
SAGAR,1998,Ragi,black,7.11,47.19,55.38,1033,1600,500,0.31
SAGAR,2000,Ragi,black,7.11,45.01,41.38,1037.1,2220,480,0.22
SAGAR,2001,Ragi,black,7.11,46.05,48.69,986.8,2231,515,0.23
SAGAR,2002,Ragi,black,7.11,46.2013,46,805.9,979,206,0.21
SAGAR,2003,Ragi,black,7.11,46.36,54.75,1195.5,1975,576,0.29
SAGAR,2004,Ragi,black,7.11,45.69,51.56,1017.4,1968,524,0.27
SAGAR,2005,Ragi,black,7.11,45.06,51.38,1524,118,200,1.69
SAGAR,2006,Ragi,black,7.11,45.32,52.25,1392.5,1718,440,0.26
SAGAR,2007,Ragi,black,7.11,44.87,51.44,1232.5,63,9,0.14
SAGAR,2008,Ragi,black,7.11,43.75,52.94,1133.4,1069,295,0.28
SAGAR,2009,Ragi,black,7.11,45.1,51.44,1090.1,856,280,0.33
SAGAR,2010,Ragi,black,7.11,46.15,54.25,753.9,832,281,0.34
SAGAR,2011,Ragi,black,7.11,45.45,55.12,1292.2,792,515,0.65
SAGAR,2012,Ragi,black,7.11,45.89,50.62,912.3,526,375,0.71
SAGAR,2013,Ragi,black,7.11,46.4,58,1934.5,404,96,0.24
SAGAR,2014,Ragi,black,7.11,47.22,54.81,865.5,5000,3000,0.6
SAGAR,2017,Ragi,black,7.11,45.69,47.62,884.1,110,120,1.09
SAGAR,2018,Ragi,black,7.11,46.4,49.12,901.8,53,14,0.26
SATNA,1998,Bajra,red yellow,6.72,47.46,55.38,889.7,100,100,1
SATNA,1999,Bajra,red yellow,6.72,45.96,49,1037.6,50,26,0.52
SATNA,2000,Bajra,red yellow,6.72,45.4,42.62,1057.5,52,31,0.6
SATNA,2001,Bajra,red yellow,6.72,45.45,51.81,1239.4,62,37,0.6
SATNA,2002,Bajra,red yellow,6.72,46.51,50,1062.1,119,38,0.32
SATNA,2003,Bajra,red yellow,6.72,47.12,56.81,1558.6,62,38,0.61
SATNA,2004,Bajra,red yellow,6.72,46.12,54.38,953.8,78,44,0.56
SATNA,2005,Bajra,red yellow,6.72,45.85,54.19,1415.7,63,36,0.57
SATNA,2006,Bajra,red yellow,6.72,46.05,50.19,669.1,57,27,0.47
SATNA,2007,Bajra,red yellow,6.72,46.1,49.69,726,52,20,0.38
SATNA,2008,Bajra,red yellow,6.72,44.26,54.56,746.1,27,15,0.56
SATNA,2009,Bajra,red yellow,6.72,45.37,50.19,835.3,86,47,0.55
SATNA,2010,Bajra,red yellow,6.72,46.33,51.69,713.9,35,24,0.69
SATNA,2011,Bajra,red yellow,6.72,45.64,54.88,1027,47,29,0.62
SATNA,2013,Bajra,red yellow,6.72,47.08,59.94,1351.2,44,27,0.62
SATNA,2014,Bajra,red yellow,6.72,47.86,55.19,808.9,2000,3000,1.5
SATNA,2017,Bajra,red yellow,6.72,47.01,50.19,743.2,400,540,1.35
SATNA,2018,Bajra,red yellow,6.72,46.36,50,784.2,17,13,0.76
SATNA,2019,Bajra,red yellow,6.72,47.39,57.19,990.6,46,26,0.57
SATNA,1997,Barley,red yellow,6.72,44.92,55,1047.5,7400,7300,0.99
SATNA,1998,Barley,red yellow,6.72,47.36,55.38,889.7,7000,6400,0.91
SATNA,1999,Barley,red yellow,6.72,45.96,49,1037.6,6781,5642,0.83
SATNA,2000,Barley,red yellow,6.72,45.4,42.62,1057.5,6429,4473,0.7
SATNA,2001,Barley,red yellow,6.72,45.45,51.81,1239.4,7053,6201,0.88
SATNA,2002,Barley,red yellow,6.72,46.51,50,1062.1,7160,5944,0.83
SATNA,2003,Barley,red yellow,6.72,47.12,56.81,1558.6,7198,8055,1.12
SATNA,2004,Barley,red yellow,6.72,46.19,54.38,953.8,6881,6321,0.92
SATNA,2005,Barley,red yellow,6.72,45.85,54.19,1415.7,7095,6950,0.98
SATNA,2007,Barley,red yellow,6.72,46.1,49.69,726,7017,4503,0.64
SATNA,2008,Barley,red yellow,6.72,44.26,54.56,746.1,7325,6601,0.9
SATNA,2009,Barley,red yellow,6.72,45.37,50.19,835.3,7263,7483,1.03
SATNA,2010,Barley,red yellow,6.72,46.33,51.69,713.9,10256,8998,0.88
SATNA,2011,Barley,red yellow,6.72,45.64,54.88,1027,7453,9166,1.23
SATNA,2012,Barley,red yellow,6.72,46.97,53.12,959.6,8151,8262,1.02
SATNA,2013,Barley,red yellow,6.72,47.08,59.94,1351.2,7552,6891,0.91
SATNA,2014,Barley,red yellow,6.72,47.86,55.19,808.9,2000,3000,1.5
SATNA,2015,Barley,red yellow,6.72,45.62,54.94,1081.4,7000,30000,4.29
SATNA,2016,Barley,red yellow,6.72,45.83,53.94,1703.6,7000,30000,4.29
SATNA,2017,Barley,red yellow,6.72,47.01,50.19,743.2,20000,78200,3.91
SATNA,2018,Barley,red yellow,6.72,46.36,50,784.2,2616,2260,0.86
SATNA,2019,Barley,red yellow,6.72,47.39,57.19,990.6,3539,5496,1.55
SATNA,1997,Jowar,red yellow,6.72,44.29,55,1047.5,6900,4800,0.7
SATNA,1998,Jowar,red yellow,6.72,47.46,55.38,889.7,5300,5100,0.96
SATNA,1999,Jowar,red yellow,6.72,45.96,49,1037.6,5197,4398,0.85
SATNA,2000,Jowar,red yellow,6.72,45.4,42.62,1057.5,4856,3392,0.7
SATNA,2001,Jowar,red yellow,6.72,45.45,51.81,1239.4,3869,3392,0.88
SATNA,2002,Jowar,red yellow,6.72,46.51,50,1062.1,3472,1902,0.55
SATNA,2003,Jowar,red yellow,6.72,47.12,56.81,1558.6,3512,3198,0.91
SATNA,2004,Jowar,red yellow,6.72,46.19,54.38,953.8,3684,2781,0.75
SATNA,2005,Jowar,red yellow,6.72,45.85,54.19,1415.7,3463,2973,0.86
SATNA,2006,Jowar,red yellow,6.72,46.05,50.19,669.1,3446,2340,0.68
SATNA,2007,Jowar,red yellow,6.72,46.1,49.69,726,3270,2077,0.64
SATNA,2008,Jowar,red yellow,6.72,44.26,54.56,746.1,3459,2880,0.83
SATNA,2009,Jowar,red yellow,6.72,45.37,50.19,835.3,3504,3228,0.92
SATNA,2010,Jowar,red yellow,6.72,46.33,51.69,713.9,3355,3842,1.15
SATNA,2011,Jowar,red yellow,6.72,45.64,54.88,1027,3308,2837,0.86
SATNA,2012,Jowar,red yellow,6.72,46.97,53.12,959.6,2487,3269,1.31
SATNA,2013,Jowar,red yellow,6.72,47.08,59.94,1351.2,3313,2495,0.75
SATNA,2014,Jowar,red yellow,6.72,47.86,55.19,808.9,3000,4000,1.33
SATNA,2015,Jowar,red yellow,6.72,45.62,54.94,1081.4,4000,2000,0.5
SATNA,2016,Jowar,red yellow,6.72,45.83,53.94,1703.6,7000,15000,2.14
SATNA,2017,Jowar,red yellow,6.72,47.01,50.19,743.2,7600,18820,2.48
SATNA,2018,Jowar,red yellow,6.72,46.36,50,784.2,1312,1395,1.06
SATNA,2019,Jowar,red yellow,6.72,47.39,57.19,990.6,2279,1561,0.68
SATNA,1997,Maize,red yellow,6.72,44.38,55,1047.5,1000,900,0.9
SATNA,1998,Maize,red yellow,6.72,47.46,55.38,889.7,1000,1100,1.1
SATNA,1999,Maize,red yellow,6.72,47.46,49,1037.6,1003,1285,1.28
SATNA,2000,Maize,red yellow,6.72,45.4,42.62,1057.5,962,1421,1.48
SATNA,2001,Maize,red yellow,6.72,45.45,51.81,1239.4,983,1671,1.7
SATNA,2002,Maize,red yellow,6.72,46.51,50,1062.1,812,891,1.1
SATNA,2003,Maize,red yellow,6.72,47.12,56.81,1558.6,968,1301,1.34
SATNA,2004,Maize,red yellow,6.72,46.19,54.38,953.8,880,840,0.95
SATNA,2005,Maize,red yellow,6.72,45.85,54.19,1415.7,833,881,1.06
SATNA,2006,Maize,red yellow,6.72,46.05,50.19,669.1,763,375,0.49
SATNA,2007,Maize,red yellow,6.72,46.1,49.69,726,784,513,0.65
SATNA,2008,Maize,red yellow,6.72,44.26,54.56,746.1,697,538,0.77
SATNA,2009,Maize,red yellow,6.72,45.37,50.19,835.3,756,506,0.67
SATNA,2010,Maize,red yellow,6.72,46.3,51.69,713.9,690,604,0.88
SATNA,2011,Maize,red yellow,6.72,45.64,54.88,1027,694,460,0.66
SATNA,2012,Maize,red yellow,6.72,46.97,53.12,959.6,838,1232,1.47
SATNA,2013,Maize,red yellow,6.72,47.08,59.94,1351.2,773,539,0.7
SATNA,2014,Maize,red yellow,6.72,47.86,55.19,808.9,17000,24000,1.41
SATNA,2015,Maize,red yellow,6.72,45.62,54.94,1081.4,3000,6000,2
SATNA,2017,Maize,red yellow,6.72,47.01,50.19,743.2,4200,7290,1.74
SATNA,2018,Maize,red yellow,6.72,46.36,50,784.2,412,538,1.31
SATNA,2019,Maize,red yellow,6.72,47.39,57.19,990.6,654,976,1.49
SATNA,1999,Ragi,red yellow,6.72,47.46,49,1037.6,3,1,0.33
SATNA,2001,Ragi,red yellow,6.72,45.45,51.81,1239.4,6,1,0.17
SATNA,2010,Ragi,red yellow,6.72,46.33,51.69,713.9,2,,0
SATNA,1997,Ragi,red yellow,6.72,44.29,55,1047.5,9000,2700,0.3
SATNA,1998,Ragi,red yellow,6.72,47.46,55.38,889.7,9500,3500,0.37
SATNA,2000,Ragi,red yellow,6.72,45.4,42.62,1057.5,8688,1567,0.18
SATNA,2001,Ragi,red yellow,6.72,45.45,51.81,1239.4,7633,2419,0.32
SATNA,2002,Ragi,red yellow,6.72,46.51,50,1062.1,6902,1502,0.22
SATNA,2003,Ragi,red yellow,6.72,47.12,56.81,1558.6,6368,2032,0.32
SATNA,2004,Ragi,red yellow,6.72,46.12,54.38,953.8,5749,1525,0.27
SATNA,2005,Ragi,red yellow,6.72,45.85,54.19,1415.7,89,32,0.36
SATNA,2006,Ragi,red yellow,6.72,46.05,50.19,669.1,3524,718,0.2
SATNA,2008,Ragi,red yellow,6.72,44.26,54.56,746.1,2818,767,0.27
SATNA,2009,Ragi,red yellow,6.72,45.37,50.19,835.3,2819,725,0.26
SATNA,2010,Ragi,red yellow,6.72,46.33,51.69,713.9,2244,824,0.37
SATNA,2011,Ragi,red yellow,6.72,45.64,54.88,1027,1614,451,0.28
SATNA,2012,Ragi,red yellow,6.72,46.97,53.12,959.6,1362,393,0.29
SATNA,2013,Ragi,red yellow,6.72,47.08,59.94,1351.2,1062,279,0.26
SATNA,2014,Ragi,red yellow,6.72,47.86,55.19,808.9,3000,2000,0.67
SATNA,2015,Ragi,red yellow,6.72,45.62,54.94,1081.4,1000,266,0.27
SATNA,2016,Ragi,red yellow,6.72,45.83,53.94,1703.6,1000,1000,1
SATNA,2018,Ragi,red yellow,6.72,46.36,50,784.2,104,36,0.35
SATNA,2019,Ragi,red yellow,7.1,47.39,57.19,990.6,61,14,0.23
SEHORE,2001,Bajra,mixed,7.1,45.5,46.5,903.1,20,32,1.6
SEHORE,2017,Bajra,mixed,7.1,46.65,48.12,905.4,60,100,1.67
SEHORE,2018,Bajra,mixed,7.1,46.3,46.62,892.9,22,54,2.45
SEHORE,2019,Bajra,mixed,7.1,46.21,55.5,1842.8,4,9,2.25
SEHORE,1997,Barley,mixed,7.1,43.48,56.31,1189.5,100,100,1
SEHORE,1998,Barley,mixed,7.1,46.61,55.44,947,100,200,2
SEHORE,1999,Barley,mixed,7.1,44.9,50.62,1465.7,42,44,1.05
SEHORE,2000,Barley,mixed,7.1,45.02,42.06,1128.5,29,29,1
SEHORE,2001,Barley,mixed,7.1,45.5,46.5,903.1,310,406,1.31
SEHORE,2002,Barley,mixed,7.1,46.41,45.06,1055.8,47,70,1.49
SEHORE,2003,Barley,mixed,7.1,45.81,54.12,1208.1,43,59,1.37
SEHORE,2004,Barley,mixed,7.1,45.31,49.75,1198.7,48,61,1.27
SEHORE,2005,Barley,mixed,7.1,44.97,48.62,1143.6,43,56,1.3
SEHORE,2007,Barley,mixed,7.1,44.76,50.81,1256,55,89,1.62
SEHORE,2008,Barley,mixed,7.1,43.95,48.62,773.8,76,132,1.74
SEHORE,2009,Barley,mixed,7.1,45.49,51.62,1061.7,65,132,2.03
SEHORE,2010,Barley,mixed,7.1,46.3,55.06,922.2,39,62,1.59
SEHORE,2011,Barley,mixed,7.1,45.78,53.12,1127.7,34,115,3.38
SEHORE,2012,Barley,mixed,7.1,45.04,49.38,1315,18,33,1.83
SEHORE,2013,Barley,mixed,7.1,46.18,56.5,1480.8,16,33,2.06
SEHORE,2014,Barley,mixed,7.1,46.22,53.06,941.7,1000,1000,1
SEHORE,2017,Barley,mixed,7.1,46.65,48.12,905.4,100,220,2.2
SEHORE,2018,Barley,mixed,7.1,46.3,46.62,892.9,10,25,2.5
SEHORE,2019,Barley,mixed,7.1,46.91,55.5,1842.8,2,5,2.5
SEHORE,1997,Jowar,mixed,7.1,43.48,56.31,1189.5,7800,4700,0.6
SEHORE,1998,Jowar,mixed,7.1,46.61,55.44,947,6000,6000,1
SEHORE,1999,Jowar,mixed,7.1,44.9,50.62,1465.7,5198,6499,1.25
SEHORE,2000,Jowar,mixed,7.1,45.02,42.06,1128.5,4411,5814,1.32
SEHORE,2001,Jowar,mixed,7.1,45.5,46.5,903.1,4546,5672,1.25
SEHORE,2002,Jowar,mixed,7.1,46.41,45.06,1055.8,5632,9501,1.69
SEHORE,2003,Jowar,mixed,7.1,45.81,54.12,1208.1,5096,10036,1.97
SEHORE,2004,Jowar,mixed,7.1,45.31,49.75,1198.7,4081,7512,1.84
SEHORE,2005,Jowar,mixed,7.1,44.97,48.62,1143.6,3648,6459,1.77
SEHORE,2006,Jowar,mixed,7.1,45.49,53.62,1399.8,6003,11044,1.84
SEHORE,2007,Jowar,mixed,7.1,44.76,50.81,1256,2853,4962,1.74
SEHORE,2008,Jowar,mixed,7.1,43.95,48.62,773.8,2311,4245,1.84
SEHORE,2009,Jowar,mixed,7.1,45.49,51.62,1061.7,1833,4371,2.38
SEHORE,2010,Jowar,mixed,7.1,46.3,55.06,922.2,1632,3176,1.95
SEHORE,2011,Jowar,mixed,7.1,45.78,53.12,1127.7,1868,5487,2.94
SEHORE,2012,Jowar,mixed,7.1,45.04,49.38,1315,1246,2072,1.66
SEHORE,2013,Jowar,mixed,7.1,46.18,56.5,1480.8,1115,1286,1.15
SEHORE,2014,Jowar,mixed,7.1,46.22,53.06,941.7,2000,4000,2
SEHORE,2015,Jowar,mixed,7.1,46.49,52.62,1182.5,1000,2000,2
SEHORE,2016,Jowar,mixed,7.1,47.93,51.38,1489.6,2000,3000,1.5
SEHORE,2017,Jowar,mixed,7.1,46.65,48.12,905.4,1900,4360,2.29
SEHORE,2018,Jowar,mixed,7.1,46.3,46.62,892.9,49,126,2.57
SEHORE,2019,Jowar,mixed,7.1,46.91,55.5,1842.8,58,135,2.33
SEHORE,1997,Maize,mixed,7.1,43.48,56.31,1189.5,10300,7000,0.68
SEHORE,1998,Maize,mixed,7.1,46.61,55.44,947,10900,13400,1.23
SEHORE,1999,Maize,mixed,7.1,44.9,50.62,1465.7,11235,15456,1.38
SEHORE,2000,Maize,mixed,7.1,45.02,42.06,1128.5,14108,19637,1.39
SEHORE,2001,Maize,mixed,7.1,45.5,46.5,903.1,15557,31011,1.99
SEHORE,2002,Maize,mixed,7.1,46.41,45.06,1055.8,16049,34384,2.14
SEHORE,2003,Maize,mixed,7.1,45.81,54.12,1208.1,15867,29404,1.85
SEHORE,2004,Maize,mixed,7.1,45.31,49.75,1198.7,15718,21962,1.4
SEHORE,2005,Maize,mixed,7.1,44.97,48.62,1143.6,15362,20460,1.33
SEHORE,2006,Maize,mixed,7.1,45.49,53.62,1399.8,45630,40112,0.88
SEHORE,2007,Maize,mixed,7.1,44.76,50.81,1256,14597,18945,1.3
SEHORE,2008,Maize,mixed,7.1,43.95,48.62,773.8,14335,16326,1.2
SEHORE,2009,Maize,mixed,7.1,45.49,51.62,1061.7,14349,13304,0.93
SEHORE,2010,Maize,mixed,7.1,43.48,55.06,922.2,15082,27839,1.85
SEHORE,2011,Maize,mixed,7.1,45.78,53.12,1127.7,10828,9175,0.85
SEHORE,2012,Maize,mixed,7.1,45.04,49.38,1315,7922,20545,2.59
SEHORE,2013,Maize,mixed,7.1,46.18,56.5,1480.8,8241,4799,0.58
SEHORE,2014,Maize,mixed,7.1,46.22,53.06,941.7,10000,22000,2.2
SEHORE,2015,Maize,mixed,7.1,46.49,52.62,1182.5,8000,15000,1.88
SEHORE,2016,Maize,mixed,7.1,47.93,51.38,1489.6,12000,19000,1.58
SEHORE,2017,Maize,mixed,7.1,46.65,48.12,905.4,11200,27100,2.42
SEHORE,2018,Maize,mixed,7.1,46.3,46.62,892.9,12101,37878,3.2
SEHORE,2019,Maize,mixed,7.1,46.91,55.5,1842.8,13559,27240,2.01
SEHORE,2000,Ragi,mixed,7.1,46.41,42.06,1128.5,11,4,0.36
SEHORE,2001,Ragi,mixed,7.1,45.5,46.5,903.1,6,2,0.33
SEHORE,2005,Ragi,mixed,7.1,44.97,48.62,1143.6,7,3,0.43
SEONI,1998,Bajra,red yellow,6.71,46.08,60.38,1180.4,100,100,1
SEONI,1999,Bajra,red yellow,6.71,45.12,54.38,1291.3,1,1,1
SEONI,2002,Bajra,red yellow,6.71,45.19,50.06,1151.1,1,0.1,0.1
SEONI,2012,Bajra,red yellow,6.71,44.86,53.31,1118.5,13,23,1.77
SEONI,2018,Bajra,red yellow,6.71,44.9,50.44,812,8,10,1.25
SEONI,2019,Bajra,red yellow,6.71,46.84,56.81,1608.3,1,1,1
SEONI,1999,Barley,red yellow,6.71,45.12,54.38,1291.3,1,1,1
SEONI,2000,Barley,red yellow,6.71,44.6,46.12,1093.9,1,2,2
SEONI,2001,Barley,red yellow,6.71,45.61,53.31,918.2,3,3,1
SEONI,2002,Barley,red yellow,6.71,45.19,50.06,1151.1,7,8,1.14
SEONI,1997,Jowar,red yellow,6.71,43.2013,57.25,1336.6,11100,5400,0.49
SEONI,1998,Jowar,red yellow,6.71,46.28,60.38,1180.4,10200,8400,0.82
SEONI,1999,Jowar,red yellow,6.71,45.12,54.38,1291.3,9153,7450,0.82
SEONI,2000,Jowar,red yellow,6.71,44.6,46.12,1093.9,8220,2580,0.32
SEONI,2001,Jowar,red yellow,6.71,45.61,53.31,918.2,7824,6366,0.82
SEONI,2002,Jowar,red yellow,6.71,45.19,50.06,1151.1,7772,4772,0.62
SEONI,2003,Jowar,red yellow,6.71,46.17,56.88,1430.2,7561,7124,0.94
SEONI,2004,Jowar,red yellow,6.71,44.98,54,854.8,6422,5196,0.81
SEONI,2005,Jowar,red yellow,6.71,44.83,55.12,1378.1,5516,4650,0.84
SEONI,2006,Jowar,red yellow,6.71,44.76,56.06,1033.1,5141,4540,0.88
SEONI,2007,Jowar,red yellow,6.71,43.81,53.31,1153.8,4994,4465,0.89
SEONI,2008,Jowar,red yellow,6.71,43.53,53.44,1505.4,4925,4636,0.94
SEONI,2009,Jowar,red yellow,6.71,44.82,52.88,1016.6,3874,4166,1.08
SEONI,2010,Jowar,red yellow,6.71,45.56,56.44,1262.3,3827,4583,1.2
SEONI,2011,Jowar,red yellow,6.71,44.33,55.94,1186.5,2120,2140,1.01
SEONI,2012,Jowar,red yellow,6.71,44.86,53.31,1118.5,1702,3024,1.78
SEONI,2013,Jowar,red yellow,6.71,46.09,59.62,1734.7,1035,750,0.72
SEONI,2014,Jowar,red yellow,6.71,46.31,56.62,880.3,2000,3000,1.5
SEONI,2017,Jowar,red yellow,6.71,44.97,51.25,907.3,500,1120,2.24
SEONI,2018,Jowar,red yellow,6.71,44.9,50.44,812,42,48,1.14
SEONI,2019,Jowar,red yellow,6.71,46.84,56.81,1608.3,15,20,1.33
SEONI,1997,Maize,red yellow,6.71,43.2013,57.25,1336.6,9400,8800,0.94
SEONI,1998,Maize,red yellow,6.71,46.28,60.38,1180.4,10000,12900,1.29
SEONI,1999,Maize,red yellow,6.71,45.12,54.38,1291.3,12861,20930,1.63
SEONI,2000,Maize,red yellow,6.71,44.6,46.12,1093.9,14107,12494,0.89
SEONI,2001,Maize,red yellow,6.71,45.61,53.31,918.2,14998,30261,2.02
SEONI,2002,Maize,red yellow,6.71,45.19,50.06,1151.1,15027,19554,1.3
SEONI,2003,Maize,red yellow,6.71,46.17,56.88,1430.2,14035,26326,1.88
SEONI,2004,Maize,red yellow,6.71,44.98,54,854.8,11513,15121,1.32
SEONI,2005,Maize,red yellow,6.71,44.83,55.12,1378.1,12510,16661,1.33
SEONI,2006,Maize,red yellow,6.71,44.76,56.06,1033.1,12504,12824,1.03
SEONI,2007,Maize,red yellow,6.71,43.81,53.31,1153.8,11865,14299,1.21
SEONI,2008,Maize,red yellow,6.71,43.53,53.44,1505.4,11267,12832,1.2
SEONI,2009,Maize,red yellow,6.71,44.82,52.88,1016.6,11614,12726,1.1
SEONI,2010,Maize,red yellow,6.71,45.56,56.44,1262.3,11859,15086,1.27
SEONI,2011,Maize,red yellow,6.71,44.33,55.94,1186.5,15342,15910,1.04
SEONI,2012,Maize,red yellow,6.71,44.86,53.31,1118.5,18389,46976,2.55
SEONI,2013,Maize,red yellow,6.71,46.09,59.62,1734.7,22047,40521,1.84
SEONI,2014,Maize,red yellow,6.71,46.31,56.62,880.3,20000,72000,3.6
SEONI,2015,Maize,red yellow,6.71,45.21,58.12,1013.7,72000,252000,3.5
SEONI,2016,Maize,red yellow,6.71,45.38,53.38,1236.3,116000,536000,4.62
SEONI,2017,Maize,red yellow,6.71,44.97,51.25,907.3,99700,462560,4.64
SEONI,2018,Maize,red yellow,6.71,44.9,50.44,812,190441,773282,4.06
SEONI,2019,Maize,red yellow,6.71,46.84,56.81,1608.3,234687,876983,3.74
SEONI,1999,Ragi,red yellow,6.71,45.12,54.38,1291.3,1,0.1,0.1
SEONI,2000,Ragi,red yellow,6.71,44.6,46.12,1093.9,3,0.1,0.03
SEONI,2001,Ragi,red yellow,6.71,45.61,53.31,918.2,3,1,0.33
SEONI,2002,Ragi,red yellow,6.71,45.19,50.06,1151.1,3,0.1,0.03
SEONI,2003,Ragi,red yellow,6.71,46.17,56.88,1430.2,11,3,0.27
SEONI,1997,Ragi,red yellow,6.71,43.2013,57.25,1336.6,31300,5300,0.17
SEONI,1998,Ragi,red yellow,6.71,46.28,60.38,1180.4,30700,6700,0.22
SEONI,2000,Ragi,red yellow,6.71,44.6,46.12,1093.9,35224,2573,0.07
SEONI,2001,Ragi,red yellow,6.71,45.61,53.31,918.2,34775,6773,0.19
SEONI,2002,Ragi,red yellow,6.71,45.19,50.06,1151.1,34188,4988,0.15
SEONI,2003,Ragi,red yellow,6.71,46.17,56.88,1430.2,32511,10078,0.31
SEONI,2004,Ragi,red yellow,6.71,44.98,54,854.8,30118,6788,0.23
SEONI,2005,Ragi,red yellow,6.71,44.83,55.12,1378.1,4764,2501,0.52
SEONI,2006,Ragi,red yellow,6.71,44.76,56.06,1033.1,24859,6024,0.24
